timestamp_utc,open_usd,high_usd,low_usd,close_usd,volume_btc
2025-10-09T07:35:00.000Z,121899.89,121900.01,121793.28,121799.99,7.77597932
2025-10-09T07:40:00.000Z,121799.99,121854.77,121759.7,121771.19,5.91709484
2025-10-09T07:45:00.000Z,121771.2,121986.5,121750.01,121980.87,9.36320969
2025-10-09T07:50:00.000Z,121981.17,122036.02,121981.17,121999.4,6.45494999
2025-10-09T07:55:00.000Z,121999.52,122011.19,121915.97,121952.03,41.80690537
2025-10-09T08:00:00.000Z,121952.03,122008.58,121914.73,121958.9,7.01439149
2025-10-09T08:05:00.000Z,121962.4,121962.4,121716,121756.08,17.76079268
2025-10-09T08:10:00.000Z,121756.08,121892.64,121749.13,121755.98,11.99371615
2025-10-09T08:15:00.000Z,121755.98,121755.98,121604,121662.68,20.87902066
2025-10-09T08:20:00.000Z,121660.8,121708.8,121500,121562.1,26.04702865
2025-10-09T08:25:00.000Z,121557.37,121559.81,121219.26,121219.26,69.55001962
2025-10-09T08:30:00.000Z,121219.25,121554.64,121190.91,121503.99,26.14208952
2025-10-09T08:35:00.000Z,121504,121656,121476.7,121476.71,10.47347984
2025-10-09T08:40:00.000Z,121476.7,121509.62,121268.88,121358.5,46.91606713
2025-10-09T08:45:00.000Z,121358.49,121544.15,121358.49,121398.74,16.3166576
2025-10-09T08:50:00.000Z,121395.84,121395.84,121175.76,121219.2,38.61183432
2025-10-09T08:55:00.000Z,121214,121385.69,121180.51,121286.02,15.65309951
2025-10-09T09:00:00.000Z,121285.46,121542.41,121285.46,121522.82,12.17664757
2025-10-09T09:05:00.000Z,121522.82,121704.11,121500,121585.99,17.02176145
2025-10-09T09:10:00.000Z,121585.99,121654.36,121550.4,121630.54,6.70176706
2025-10-09T09:15:00.000Z,121630.54,121698.39,121553.39,121553.4,5.20625261
2025-10-09T09:20:00.000Z,121553.39,121789.76,121553.39,121632.66,16.23520378
2025-10-09T09:25:00.000Z,121632.65,121773.4,121564.1,121725.06,11.99608577
2025-10-09T09:30:00.000Z,121725.05,121810.9,121678.35,121777.72,14.00930073
2025-10-09T09:35:00.000Z,121771.99,121845.58,121731.16,121771,6.97956041
2025-10-09T09:40:00.000Z,121770.99,121803.62,121696.96,121696.96,7.53488874
2025-10-09T09:45:00.000Z,121696.96,121760.53,121630.92,121730.48,6.36480042
2025-10-09T09:50:00.000Z,121732.02,121853,121732.02,121823.63,6.23988573
2025-10-09T09:55:00.000Z,121823.63,121881.97,121774,121841.49,5.85127714
2025-10-09T10:00:00.000Z,121844.57,121937.26,121773.14,121898.01,3.78805616
2025-10-09T10:05:00.000Z,121896.36,121931.8,121825.65,121894.12,6.36538998
2025-10-09T10:10:00.000Z,121894.12,121908.93,121839.01,121908.13,9.7890542
2025-10-09T10:15:00.000Z,121908.04,121923.84,121700.01,121764.33,8.04321304
2025-10-09T10:20:00.000Z,121764.03,121827.84,121752.62,121806,4.16030841
2025-10-09T10:25:00.000Z,121806,121806,121675.98,121761.99,6.45152425
2025-10-09T10:30:00.000Z,121761.99,122098.5,121761.98,122055.29,17.70874059
2025-10-09T10:35:00.000Z,122058.03,122172.44,122043.61,122151.98,10.31999935
2025-10-09T10:40:00.000Z,122151.99,122364,122151.98,122262.01,15.81965545
2025-10-09T10:45:00.000Z,122262.03,122379.99,122188,122242.51,11.18006134
2025-10-09T10:50:00.000Z,122242.52,122252.29,122124.9,122205.78,5.66782963
2025-10-09T10:55:00.000Z,122206.18,122246.61,122166.22,122209.56,10.70656039
2025-10-09T11:00:00.000Z,122209.98,122423.93,122209.98,122317.15,20.080032
2025-10-09T11:05:00.000Z,122319.11,122336.42,122232.63,122254.51,9.54968917
2025-10-09T11:10:00.000Z,122254.5,122293.84,122213.8,122279.57,13.57224265
2025-10-09T11:15:00.000Z,122280.4,122555.35,122280.4,122550,20.69011069
2025-10-09T11:20:00.000Z,122550,122750,122526.31,122745.35,34.7785023
2025-10-09T11:25:00.000Z,122745.35,122846.35,122664.88,122706.01,16.85802291
2025-10-09T11:30:00.000Z,122705.98,122833.08,122621,122752.54,16.71805683
2025-10-09T11:35:00.000Z,122752.54,122874,122696,122869.97,11.78314651
2025-10-09T11:40:00.000Z,122869.97,122907.69,122817.98,122869.89,11.17569339
2025-10-09T11:45:00.000Z,122869.88,122869.88,122753.45,122812.45,8.25035593
2025-10-09T11:50:00.000Z,122812.44,122838.95,122733.32,122816.39,9.8904572
2025-10-09T11:55:00.000Z,122816.4,122872.61,122774.15,122783.3,5.28323345
2025-10-09T12:00:00.000Z,122783.29,123034.01,122751.35,123033.88,45.42573247
2025-10-09T12:05:00.000Z,123033.76,123099.99,122954.67,123065.09,29.88022297
2025-10-09T12:10:00.000Z,123061.27,123186.55,123036.72,123052.46,19.76918646
2025-10-09T12:15:00.000Z,123052.46,123155.08,123007.05,123143.99,17.63263931
2025-10-09T12:20:00.000Z,123143.99,123184,123047.66,123102.35,18.36469623
2025-10-09T12:25:00.000Z,123102.36,123129.69,123035.34,123054.88,9.8407632
2025-10-09T12:30:00.000Z,123054.88,123150.24,122971.2,123129.57,35.98962998
2025-10-09T12:35:00.000Z,123129.58,123538,123110.71,123430.56,73.20844914
2025-10-09T12:40:00.000Z,123430.56,123822.08,123363.2,123579.99,167.96029786
2025-10-09T12:45:00.000Z,123579.98,123611.57,123376.52,123394.23,76.486547
2025-10-09T12:50:00.000Z,123403.2,123587.05,123392.26,123482.18,39.50408765
2025-10-09T12:55:00.000Z,123482.17,123727.87,123454,123606,24.96155907
2025-10-09T13:00:00.000Z,123606,123702.93,123500,123509.72,18.68587291
2025-10-09T13:05:00.000Z,123517.9,123517.9,123334.09,123375.01,16.66065171
2025-10-09T13:10:00.000Z,123370.02,123439.19,123226.11,123299.26,25.4636592
2025-10-09T13:15:00.000Z,123287.99,123499.29,123245.23,123408.68,19.0398599
2025-10-09T13:20:00.000Z,123408.68,123542.77,123408.55,123542.77,5.72727227
2025-10-09T13:25:00.000Z,123542.78,123558.18,123476.01,123507.13,23.03414738
2025-10-09T13:30:00.000Z,123507.99,123513.99,123140.66,123294.01,35.27904272
2025-10-09T13:35:00.000Z,123294.02,123399.19,123038.63,123220.96,27.54505807
2025-10-09T13:40:00.000Z,123217.24,123226.98,122618.72,122801.51,34.9244174
2025-10-09T13:45:00.000Z,122790.55,123074.1,122664.75,123050,36.41477601
2025-10-09T13:50:00.000Z,123050.03,123129.66,122706.21,122755.22,33.6678226
2025-10-09T13:55:00.000Z,122746.8,122746.8,122335.67,122451.42,46.10928009
2025-10-09T14:00:00.000Z,122451.42,122453.99,122070.96,122218.01,119.05597736
2025-10-09T14:05:00.000Z,122226,122352.95,121838.78,122082.23,94.66118118
2025-10-09T14:10:00.000Z,122084.93,122654.35,122046.65,122498.01,47.65740718
2025-10-09T14:15:00.000Z,122498,122582.7,122210.74,122255.98,51.90435568
2025-10-09T14:20:00.000Z,122255.97,122361.2,121600.6,121808.61,81.98937019
2025-10-09T14:25:00.000Z,121800.01,121854.87,121650,121737.48,28.49868479
2025-10-09T14:30:00.000Z,121737.48,121737.48,121443.66,121525.53,69.32934708
2025-10-09T14:35:00.000Z,121524.44,121794.17,121333.33,121562.23,63.31022177
2025-10-09T14:40:00.000Z,121557.99,121858.89,121293.09,121324,90.1157575
2025-10-09T14:45:00.000Z,121324,121379.94,120830.48,121094.27,141.95548304
2025-10-09T14:50:00.000Z,121099.32,121406.63,121042.65,121329.99,49.89867873
2025-10-09T14:55:00.000Z,121330,121533.2,121289.65,121378.05,56.99649735
2025-10-09T15:00:00.000Z,121378.03,121779.16,121378.03,121648.02,52.5826614
2025-10-09T15:05:00.000Z,121655.48,121665.99,121429.05,121546.34,24.42402643
2025-10-09T15:10:00.000Z,121544.85,121564.88,121346.49,121395.71,20.4022575
2025-10-09T15:15:00.000Z,121390.03,121486.42,121286.3,121348.12,24.83163563
2025-10-09T15:20:00.000Z,121346.49,121443,121111.74,121226.15,34.86130095
2025-10-09T15:25:00.000Z,121226.16,121281.99,121060.5,121090.31,17.32656379
2025-10-09T15:30:00.000Z,121100,121100,120934,120958.25,45.86630552
2025-10-09T15:35:00.000Z,120952.02,121111.16,120876.49,120930.76,30.19267248
2025-10-09T15:40:00.000Z,120930.76,121005.48,120800,120846.01,55.18457331
2025-10-09T15:45:00.000Z,120846.01,121143.28,120728.19,121126.01,35.29236218
2025-10-09T15:50:00.000Z,121124,121264.43,121035.6,121264.43,17.53895039
2025-10-09T15:55:00.000Z,121269.9,121348.11,121083.93,121213.41,49.62100096
2025-10-09T16:00:00.000Z,121206,121450,121182.56,121450,34.47033152
2025-10-09T16:05:00.000Z,121450,121466.31,121231.74,121293.41,27.58534137
2025-10-09T16:10:00.000Z,121293.41,121410.98,121291.9,121304.04,20.45006436
2025-10-09T16:15:00.000Z,121304.05,121532.51,121242,121400.01,55.49033341
2025-10-09T16:20:00.000Z,121400,121400.01,121105.8,121146.01,49.08654685
2025-10-09T16:25:00.000Z,121146.02,121439.47,121107.06,121314.66,31.26487904
2025-10-09T16:30:00.000Z,121313.65,121321.64,121176.92,121241.08,33.66003013
2025-10-09T16:35:00.000Z,121242.54,121370.85,121239.34,121260.02,12.6873426
2025-10-09T16:40:00.000Z,121260.02,121291.78,120642,120865.11,156.39606943
2025-10-09T16:45:00.000Z,120860.37,120912,120640.59,120752.96,41.46640389
2025-10-09T16:50:00.000Z,120752.01,120789.8,120351.84,120374.02,120.70819895
2025-10-09T16:55:00.000Z,120374.02,120403.92,119780,119905.93,253.99158988
2025-10-09T17:00:00.000Z,119902,120254.41,119713.65,120001,134.04933037
2025-10-09T17:05:00.000Z,120006.33,120342,119868.69,120219.67,66.87860923
2025-10-09T17:10:00.000Z,120219.66,120435.2,120213.85,120319.15,59.39695972
2025-10-09T17:15:00.000Z,120330.31,120446,120202.05,120350.25,37.15575482
2025-10-09T17:20:00.000Z,120345.47,120595.68,120340.01,120422.1,41.51917543
2025-10-09T17:25:00.000Z,120427.51,120443.93,120250.77,120324,31.63032743
2025-10-09T17:30:00.000Z,120327.49,120510.3,120313.72,120475.01,21.72019403
2025-10-09T17:35:00.000Z,120475,120657.25,120389.24,120571.02,49.19678082
2025-10-09T17:40:00.000Z,120568.03,120696,120522.6,120548.75,42.14498081
2025-10-09T17:45:00.000Z,120548.75,120700,120477.6,120698.41,25.51641805
2025-10-09T17:50:00.000Z,120698.41,120856,120673.67,120749,62.1409241
2025-10-09T17:55:00.000Z,120749,121100,120733.26,121026.01,74.09758162
2025-10-09T18:00:00.000Z,121026.22,121180.39,120783.07,120881.57,103.31563083
2025-10-09T18:05:00.000Z,120881.55,120944.36,120739.31,120870.88,64.31719447
2025-10-09T18:10:00.000Z,120870.89,120934.98,120822.13,120822.13,29.22685666
2025-10-09T18:15:00.000Z,120822.13,120985.5,120818.48,120893.12,20.13814345
2025-10-09T18:20:00.000Z,120893.12,120893.12,120622,120736,52.5038786
2025-10-09T18:25:00.000Z,120736,120885.5,120708.01,120765.98,22.74462449
2025-10-09T18:30:00.000Z,120765.98,120780,120484,120488,45.74535764
2025-10-09T18:35:00.000Z,120488,120648,120439.7,120555.6,18.39587953
2025-10-09T18:40:00.000Z,120555.59,120667.57,120516.11,120661.53,9.67740472
2025-10-09T18:45:00.000Z,120661.53,120748.39,120577.6,120701.15,16.75279177
2025-10-09T18:50:00.000Z,120701.13,120720.02,120552.1,120593.92,17.29125743
2025-10-09T18:55:00.000Z,120593.92,120780,120565.07,120714.99,19.14877481
2025-10-09T19:00:00.000Z,120715.1,120925.43,120715.1,120914.21,20.41965695
2025-10-09T19:05:00.000Z,120915.58,120976.98,120827.84,120887,43.90468858
2025-10-09T19:10:00.000Z,120882.24,121039.01,120880.69,121016,40.57091629
2025-10-09T19:15:00.000Z,121016,121040,120910,121000.54,30.07058231
2025-10-09T19:20:00.000Z,121000.54,121132.21,121000.54,121088.97,30.99254492
2025-10-09T19:25:00.000Z,121088.97,121202.21,121088.97,121186.88,24.41542485
2025-10-09T19:30:00.000Z,121186.88,121206.97,121012.8,121012.81,43.32402975
2025-10-09T19:35:00.000Z,121012.81,121030.95,120909.47,120984.01,19.76555784
2025-10-09T19:40:00.000Z,120984.02,120984.04,120889.5,120936.04,12.7069322
2025-10-09T19:45:00.000Z,120936.64,121012.8,120925.79,120999.91,8.41767949
2025-10-09T19:50:00.000Z,121003.6,121131.55,120947.52,121115.97,34.50603928
2025-10-09T19:55:00.000Z,121115.96,121158.17,120946,121040,36.93648317
2025-10-09T20:00:00.000Z,121046.97,121236.35,121011.49,121098.02,27.73870864
2025-10-09T20:05:00.000Z,121105.28,121115.01,121017.67,121098.39,10.60756862
2025-10-09T20:10:00.000Z,121098.38,121098.39,120930,120935.85,14.28847131
2025-10-09T20:15:00.000Z,120932.05,120996.48,120918.42,120978.73,9.65724665
2025-10-09T20:20:00.000Z,120978.73,121052,120963.85,121036.06,11.34637183
2025-10-09T20:25:00.000Z,121037.97,121055.74,120952.96,120966.18,6.78581113
2025-10-09T20:30:00.000Z,120966.19,121061.26,120966.18,121045.44,17.72846669
2025-10-09T20:35:00.000Z,121045.44,121073.61,120991.64,121041.7,9.48014071
2025-10-09T20:40:00.000Z,121041.69,121088.96,121007.96,121086.05,8.28313619
2025-10-09T20:45:00.000Z,121086.05,121207.21,120974,121095.21,50.34178073
2025-10-09T20:50:00.000Z,121092.2,121234.47,121084.7,121211.4,11.35474791
2025-10-09T20:55:00.000Z,121208.01,121268.19,121145.01,121172.06,20.26291177
2025-10-09T21:00:00.000Z,121172.06,121259.65,121119.12,121250.05,9.47595061
2025-10-09T21:05:00.000Z,121253.06,121264.33,121142.01,121152.95,11.70909936
2025-10-09T21:10:00.000Z,121152.95,121458.87,121128.06,121437.12,15.03974386
2025-10-09T21:15:00.000Z,121437.12,121471.59,121401.98,121446.69,30.63132147
2025-10-09T21:20:00.000Z,121446.69,121548.3,121409.68,121450.03,20.85736168
2025-10-09T21:25:00.000Z,121450.03,121450.03,121374.41,121398.11,20.27117725
2025-10-09T21:30:00.000Z,121398.12,121409.99,121308,121409.99,6.77771087
2025-10-09T21:35:00.000Z,121409.99,121571.82,121409.99,121562.61,10.99094732
2025-10-09T21:40:00.000Z,121562.61,121580,121464.37,121510.34,15.14902451
2025-10-09T21:45:00.000Z,121510.33,121537.19,121390.15,121390.16,7.09500923
2025-10-09T21:50:00.000Z,121390.16,121550,121389.62,121529.6,8.44622403
2025-10-09T21:55:00.000Z,121529.6,121562.24,121494.93,121539.28,3.95969173
2025-10-09T22:00:00.000Z,121539.28,121570.3,121464.32,121560.05,7.9248791
2025-10-09T22:05:00.000Z,121560.05,121608.31,121544,121600,8.2886773
2025-10-09T22:10:00.000Z,121600,121604.29,121507.72,121545.92,8.83377985
2025-10-09T22:15:00.000Z,121545.91,121665.6,121525.2,121627.24,8.00812748
2025-10-09T22:20:00.000Z,121627.24,121676.8,121614.21,121620.04,6.3758652
2025-10-09T22:25:00.000Z,121620.04,121657.55,121600.21,121621.25,12.49143896
2025-10-09T22:30:00.000Z,121622.07,121660.16,121541.38,121641.62,8.26419406
2025-10-09T22:35:00.000Z,121641.62,121766,121597.97,121735.6,8.41443297
2025-10-09T22:40:00.000Z,121733.29,121770.23,121701.1,121733.01,9.05520204
2025-10-09T22:45:00.000Z,121733.01,121833.98,121716.28,121774.41,14.71516672
2025-10-09T22:50:00.000Z,121774.4,121824.64,121730.88,121735.57,13.28310592
2025-10-09T22:55:00.000Z,121735.56,121790.72,121723.52,121754.14,11.25374184
2025-10-09T23:00:00.000Z,121754.13,121754.18,121643.85,121672.39,8.85821374
2025-10-09T23:05:00.000Z,121672.38,121672.38,121534.55,121573.15,9.68240648
2025-10-09T23:10:00.000Z,121573.15,121594.88,121504.95,121548.26,31.46215685
2025-10-09T23:15:00.000Z,121547.67,121547.99,121420.8,121508.67,15.04754697
2025-10-09T23:20:00.000Z,121508.66,121616.05,121508.66,121605.77,4.35561045
2025-10-09T23:25:00.000Z,121605.77,121608.99,121560.83,121586.41,3.00817066
2025-10-09T23:30:00.000Z,121586.41,121589.42,121496.97,121508.12,6.23232584
2025-10-09T23:35:00.000Z,121508.13,121589.44,121508.13,121562.12,17.13853893
2025-10-09T23:40:00.000Z,121562.12,121614.59,121515.7,121613.47,8.93955317
2025-10-09T23:45:00.000Z,121613.47,121619.99,121572.91,121619.99,4.48766771
2025-10-09T23:50:00.000Z,121619.99,121809,121568.05,121729.64,39.35323271
2025-10-09T23:55:00.000Z,121729.64,121733.97,121664.64,121714.51,7.89406709
2025-10-10T00:00:00.000Z,121714.51,121822.72,121713.4,121755.16,10.19447053
2025-10-10T00:05:00.000Z,121755.15,121774.4,121643.85,121765,11.87566258
2025-10-10T00:10:00.000Z,121765,121779.84,121671.52,121712.18,6.72415717
2025-10-10T00:15:00.000Z,121712.18,121825.9,121712.18,121807.97,10.11000184
2025-10-10T00:20:00.000Z,121807.96,121834,121767.04,121833.87,4.14076998
2025-10-10T00:25:00.000Z,121833.87,121934.36,121789.13,121925.13,24.1847367
2025-10-10T00:30:00.000Z,121925.13,121925.13,121849.92,121864,22.03664922
2025-10-10T00:35:00.000Z,121863.37,121875.99,121790.66,121845.12,5.63743096
2025-10-10T00:40:00.000Z,121845.13,121845.13,121762.48,121771.95,6.84482886
2025-10-10T00:45:00.000Z,121771.94,121771.94,121672.05,121718.79,10.84936151
2025-10-10T00:50:00.000Z,121718.79,121865.73,121713.67,121840.02,4.07607673
2025-10-10T00:55:00.000Z,121839.9,121872.37,121807.01,121814.96,10.3863004
2025-10-10T01:00:00.000Z,121814.96,121932.45,121793.53,121924.03,15.30282698
2025-10-10T01:05:00.000Z,121924.03,121948.77,121793.27,121805.9,8.93290577
2025-10-10T01:10:00.000Z,121805.89,121883.15,121805.89,121872.57,4.63016732
2025-10-10T01:15:00.000Z,121872.57,121873.93,121772.18,121817.91,5.82907022
2025-10-10T01:20:00.000Z,121817.91,121854.44,121714.56,121778.6,5.84143516
2025-10-10T01:25:00.000Z,121778.6,121886.88,121778.59,121886.88,4.85588918
2025-10-10T01:30:00.000Z,121888.64,121896.64,121857.21,121891.64,3.27083141
2025-10-10T01:35:00.000Z,121891.63,121891.63,121708.01,121708.01,5.4409317
2025-10-10T01:40:00.000Z,121708,121708.01,121542.23,121636.65,8.75486325
2025-10-10T01:45:00.000Z,121636.65,121671.04,121600.32,121654.7,2.30089738
2025-10-10T01:50:00.000Z,121654.7,121774.4,121593.67,121706.72,14.16990733
2025-10-10T01:55:00.000Z,121709.12,121747.07,121688.82,121688.94,8.31921283
2025-10-10T02:00:00.000Z,121688.93,121712.16,121452.72,121514.02,31.07090232
2025-10-10T02:05:00.000Z,121514.03,121540.12,121282.74,121390.11,42.5533681
2025-10-10T02:10:00.000Z,121390.11,121431.68,121312,121338.27,33.17117394
2025-10-10T02:15:00.000Z,121338.28,121438.85,121322.01,121438.85,27.02352732
2025-10-10T02:20:00.000Z,121438.84,121450,121357.99,121382.4,20.29459142
2025-10-10T02:25:00.000Z,121382.4,121443.07,121312.01,121436,59.28474799
2025-10-10T02:30:00.000Z,121436,121447.21,121184.01,121208.51,20.84856948
2025-10-10T02:35:00.000Z,121203.21,121279.36,121126.9,121279.36,26.29517119
2025-10-10T02:40:00.000Z,121279.36,121383.66,121269.32,121281.53,9.6432313
2025-10-10T02:45:00.000Z,121283.13,121356,121214.31,121317.43,4.66734564
2025-10-10T02:50:00.000Z,121317.43,121346.54,120963.86,121024,34.85609179
2025-10-10T02:55:00.000Z,121029.12,121159.7,121029.12,121124.35,8.64117751
2025-10-10T03:00:00.000Z,121124.36,121179.78,120996.49,121000,11.60844675
2025-10-10T03:05:00.000Z,120999.94,121093.01,120971.41,121031.87,20.27374495
2025-10-10T03:10:00.000Z,121031.88,121173.1,121012.11,121160.25,15.43458687
2025-10-10T03:15:00.000Z,121160.25,121298.2,121159.68,121296.31,14.9655606
2025-10-10T03:20:00.000Z,121296.31,121443.47,121296.31,121433.88,8.64861506
2025-10-10T03:25:00.000Z,121434,121528.47,121375.36,121498.21,9.52530085
